CODIGO;NOMBRE DEL PRODUCTO;CODIGO DE BARRAS;TIPO DE PRODUCTO;ENVASE;CONT.UN.COMPRA;CONT.UN.VENTA;FAMILIA;SUB-FAMILIA 1;SUB-FAMILIA 2;ESTADO;INCLUYE EN BOLETA;INCLUYE EN FACTURA;EXENTO DE IVA;NOMBRE CORTO;PESABLE;ILA;PRECIO VENTA
194;CHUCRUT KG.AGROSABROS                   ;7804620000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;chucrut kgagrosabros; ;0;1250
195;KETCHUP KILO AGROSABROS                 ;7804620000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;ketchup kgagrosabros; ;0;960
196;MAYONESA KILO AGROSABROS                ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;mayonesa  kg.agrosab; ;0;1190
197;MOSTAZA KILO AGROSABROSS.               ;7804620000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;mostaza kgagrosabros; ;0;630
198;ACEITE OLIVA LT.VIDRIO SLEMAN           ;7804620000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;ACEITES                                 ;                                        ;ACTIVO                                  ;S;S;N;ACEITE OLIVA FCO.LT.; ;0;3820
199;NECTAR SOPROLE BOT.1.5LT.NARANJA        ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;INACTIVO                                ;S;S;N;NECTAR SOPROLE BOT.1; ;0;650
200;NECTAR NEXT 6*1.5 SOPROLE DURAZNO       ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;JUGOS                                   ;                                        ;INACTIVO                                ;S;S;N;NECTAR nex6*1.5 sop ; ;0;3588
201;DURAZNO MITADES GHOSH GALON             ;7804610000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;DURAZNO GAghosh mit ; ;0;3780
202;FRUTILLA DIET 560G.WASIL                ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;FRUTILLA AL JUGO 560; ;0;970
203;PEPINILLO KILO AGROSABROS               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;pepinillo kg.agrosab; ;0;2170
204;PICKES KILO AGROSABROS                  ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;pickes kg agrosabros; ;0;1270
205;LECHE S.LACT 6*1 SURLAT                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;INACTIVO                                ;S;S;N;leche s.d.6*1 surlat; ;0;3690
206;LECHE DESC.S/L LT.LONCOLECHE            ;7802910000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;INACTIVO                                ;S;S;N;leche desclt.sl.lonc; ;0;950
207;LECHE CULT.6*900ML.QUILLAYES            ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;leche cult6*900ml.q ; ;0;4020
208;LECHE ENT.S/L LT.LONCOLECHE             ;7802910000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;INACTIVO                                ;S;S;N;leche ent s/l lonco ; ;0;950
209;POROTO GRANADO 380G.WASIL               ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;poroto gra380g.wasil; ;0;980
210;POROTO NEGRO 380G.WASIL                 ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;poroto ng wasil     ; ;0;585
211;DURAZNO MIT.425G.DEYCO                  ;7801530000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;DURAZNO MI425g.deyco; ;0;350
212;MERM.PIÒA 250G.WATTS                    ;7802810000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;merm.piÒa 250g.watts; ;0;600
213;PALMITO RODAJA 810G.DEYCO               ;7801530000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;PALMITO rodaja 810g.; ;0;1790
214;VIENESA TRAD.KG.PF ( AMARILLA)          ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;VIENESA                                 ;                                        ;ACTIVO                                  ;S;S;N;vienesa kgtrad pf   ; ;0;1980
215;VIENESA KG.WINTER`POLLO                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;VIENESA                                 ;                                        ;ACTIVO                                  ;S;S;N;vienesa kgwinter    ; ;0;1398
216;LECHE DESC.6*1 YYYYYYYY                 ;7807910000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;INACTIVO                                ;S;S;N;leche desc6*1 yyyyyy; ;0;3408
217;SALSA SOYA GRUESA 750G.                 ;6901020000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;SALSA SOYA GRUESA 75; ;0;1040
218;TRUTRO POLLO AMER.10K.APROX             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;POLLOS                                  ;POLLO                                   ;                                        ;INACTIVO                                ;S;S;N;trutro po 10k.aprox ; ;0;999999
219;CREMA QUESO 125G.EMMENTAL PRESIDENT     ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;crema quesemmental  ; ;0;1400
220;CEREAL MILO 800G.NESTLE                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;cereal mil800g.nestl; ;0;3490
221;COCTEL DE FRUTAS 3KG.DEYCO              ;7801530000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;COCTEL DE FRUTAS 3KG; ;0;4280
222;LECHE POLVO KG.LOS SILOS                ;7803110000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;INACTIVO                                ;S;S;N;leche polvlos silos ; ;0;3125
223;SARDINA SSA.TTE.125G.DEYCO              ;7801530000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;SARDINA SALSA TOMATE; ;0;415
224;SALSA FCA.PESTO 315G.GASTRONOMICO       ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;salsa fca pesto 315g; ;0;790
225;MERM.MORA WATTS LIGHT 250G.             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;ARROZ                                   ;                                        ;ACTIVO                                  ;S;S;N;merm.mora watts 250g; ;0;770
226;LECHE POLVO 800G.ULA                    ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;leche pol 800g ula  ; ;0;2998
227;CHOCAPIC 600G.NESTLE                    ;7613030000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;MAYONESAS                               ;                                        ;INACTIVO                                ;S;S;N;chocapic  600g.nestl; ;0;2650
228;ARVEJITA 380G.WASIL CAJITA              ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;ARVEJITA 3380g.wasil; ;0;330
229;COMPOTA*4 REGIMEL MANZANA 100G.         ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;INACTIVO                                ;S;S;N;compota*4 regimel   ; ;0;1080
230;DURAZNO MITADES 590G.DEYCO              ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;DURAZNO   mitades 59; ;0;790
231;COMPOTA 100G.REGIMEL MANZANA            ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;INACTIVO                                ;S;S;N;compota 10reg.manzan; ;0;290
232;COMPOTA*4 REGIMEL MANGO 100G.           ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;INACTIVO                                ;S;S;N;compota*4 reg.      ; ;0;1080
233;ATUN LOMO/ACEIT 1.8K.DEYCO GALON        ;7801530000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;ATUN LOMO/AGUA GALON; ;0;6980
234;PALMITO ENTERO 410G.FCO.GHOSH           ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;PALMITO en410g.fco  ; ;0;1890
235;QUESO FRESCO STA.ESTER PESABLE          ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;queso fressta.ester ;S;0;2460
236;COMPOTA 36*110G.SOPROLE                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;ACTIVO                                  ;S;S;N;compota   36*110g.so; ;0;6804
237;COMPOTA*4 REGIMEL CIRUELA 100G.         ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;INACTIVO                                ;S;S;N;compota*4 reg.ciruel; ;0;1080
238;COMPOTA 100G.REGIMEL CIRUELA            ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;INACTIVO                                ;S;S;N;compota   100g.reg. ; ;0;290
239;ATUN LOMITO VAN CAMPS AGUA 184G.        ;7702370000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;atun lomit184g.van  ; ;0;1150
240;ATUN LOMITO VAN CAMPS ACEITE 184G       ;7702370000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;atun van aceite     ; ;0;1150
241;ACEITE SEMILIQ.10LT.VITA FRIT           ;955505000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;AZUCAR                                  ;                                        ;ACTIVO                                  ;S;S;N;aceite sem10lt.vitaf; ;0;13000
242;POROTOS 400G.GHOSH                      ;7804610000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;porotos   400g.ghosh; ;0;440
243;HABAS 400G.GHOSH                        ;7804610000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;habas 400gghosh     ; ;0;340
244;GARBANZOS 400G.GHOSH                    ;7804610000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;garbanzos 400g.ghosh; ;0;440
245;LECHE CHOC.12*1 SOPROLE                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;leche choc12*1 sopr ; ;0;10500
246;CHURRASCO/VACUNO 2K.RUPANCO             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;CHURRASCO/VACUNO 2K.; ;0;6790
247;LECHE VAINILLA 60*200ML.SURLAT          ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;INACTIVO                                ;S;S;N;leche vain60*200ml.s; ;0;10800
250;CORBATAS 400G.PAOLO                     ;7752410000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;corbatas  400g.paolo; ;0;250
257;LOMITO CERDO 2KGS.RUPANCO               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;LOMITO CERDO 2KGS.RU; ;0;6790
265;ACEITE OLIVA 5 LTS.SLEMAN               ;7804620000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;ACEITE OLIVA 5 LTS.S; ;0;15740
274;DURAZNO MIT.590G.WASIL                  ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;DURAZNO MIT.590G.WAS; ;0;550
277;ACEITE OLIVA PIRAMIDE 375CC.SN          ;7804620000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;ACEITES                                 ;                                        ;ACTIVO                                  ;S;S;N;ACEITE OLIVA PIRAMID; ;0;2800
279;SARDINA ACEITE 425G.DEYCO               ;7801530000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;sardina aceite425g.E; ;0;1310
280;ESPARRAGO LGO.VERDE 425G.DEYCO          ;7801530000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;ESPARRAGO LGO.VERDE ; ;0;1420
282;PALMITO RODAJA 800G.WASIL               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;PALMITO RODAJA 800G.; ;0;1652
283;TRUTRO POLLO 10C.*15K.AMERICANO         ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;POLLOS                                  ;POLLO                                   ;                                        ;INACTIVO                                ;S;S;N;trutro poo10*15 amer; ;0;999990
285;ACETO BALSAM.500ML.MARCO POLO           ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;ACETO BALSAM.500ML.M; ;0;1060
286;SALSA SOYA 500CC.M.POLO                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;SALSA SOYA 500CC.M.P; ;0;1295
288;FONDO ALCACHOFA DEYCO                   ;7801530000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;FONDO ALCACHOFA DEYC; ;0;2540
289;LECHE CHOCOLATE LT.COLUN                ;7802920000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;LECHE CHOCOLATE LT.C; ;0;950
290;QUESO CREMA NATURAL 100G.COLUN          ;7802920000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;QUESO CREMnatual 100; ;0;290
292;HUEVO SUPER * PALET 50 CAJAS            ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;HUEVOS                                  ;                                        ;                                        ;ACTIVO                                  ;S;S;N;huevo supe*50cajas  ; ;0;990000
297;QUESO CAMEMBERT 100G.COLUN              ;7802920000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;QUESO CAMEMBERT 100G; ;0;1080
298;QUESO REGGTO.300G.COLUN                 ;7802920000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;QUESO REGGTO.300G.CO; ;0;3140
299;QUESO EDAM 350G.COLUN                   ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;QUESO EDAM3500G.COLU; ;0;3080
300;COSTILLA DE PAVO SOPRAVAL               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;COSTILLA DE PAVO SOP;S;0;1140
301;QUESO MOZZARELLA 300G.COLUN             ;7802920000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;QUESO MOZZARELLA 300; ;0;1640
305;DURAZNO MIT.COLUNQUEN GALON             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;DURAZNO micolunquen ; ;0;2990
306;QUESO AZUL 100G.COLUN                   ;7802920000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;QUESO AZUL 100G.COLU; ;0;1970
307;LECHE DESC.LT.SOPROLE                   ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;INACTIVO                                ;S;S;N;LECHE DESClt soprole; ;0;700
308;LECHE SEMI DESC.LT COLUN                ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;LECHE SEMI DESC.unid; ;0;680
311;LECHE PVO.400G.COLUN                    ;7802920000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;LECHE PVO.400G.COLUN; ;0;1650
313;VINAGRE MANZANA 500CC.SLEMAN            ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;VINAGRE MANZANA 500C; ;0;1330
314;VINAGRE VINO AL TOMILLO 250CC.SLEMAN    ;7804620000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;VINAGRE F.al tomillo; ;0;1090
315;ACEITE OLIVA 375CC.SLEMAN               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;ACEITE OLIVA 375CC.S; ;0;1530
316;ACETO BALS.LT.SLEMAN                    ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;ACETO BALS.LT.SLEMAN; ;0;2560
319;ATUN DESM.AC.170G.DEYCO                 ;7801530000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;ATUN DESM.DEYCOMAR 1; ;0;410
320;COCTEL FRUTAS 425G.DEYCO                ;7801530000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;COCTEL FRUtas 425g.5; ;0;470
321;PALMITO ENT.REGIMEL 400G.               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;PALMITO ENT.REGIMEL ; ;0;1390
323;CREMA ZAPALLO 380G.WASIL                ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;crema zapa380g.wasil; ;0;830
324;CREMA 200CC.COLUN  UHT                  ;7802920000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;CREMA 200CC.COLUN  U; ;0;530
325;PINA CUB.3KG.GALON GHOSH                ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;PINA GALON 3K.GHOSH ; ;0;4580
326;ATUN DESM AGUA 170G.GHOSH               ;7804610000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;ATUN DESM GHOSH 170G; ;0;415
327;CHOCLITO COCTEL GHOSH425G.              ;7804610000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;CHOCLITO COCTEL GHOS; ;0;610
329;PALMITO ROD.400G.TKAS DE GHOSH          ;7804610000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;PALMITO ROD.400G.TKA; ;0;900
330;MOSTAZA KILO JANO                       ;7802310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;MOSTAZA KIjano      ; ;0;730
331;LECHE CONDENS.GHOSH 390G.               ;7804610000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;LECHE CONDENS.GHOSH ; ;0;610
332;AGUA MINERAL 2LT.UNI.EDEN               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;AGUA MINERAL                            ;                                        ;ACTIVO                                  ;S;S;N;agua miner2lt.eden  ; ;0;450
333;ACETO BALSAMICO BIDON 5LT.              ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;ACEITES                                 ;                                        ;ACTIVO                                  ;S;S;N;ACETO BALSbidon 5lt.; ;0;9820
335;CREMA TARRO 157G.*48U.NESTLE            ;7801530000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;ACEITES                                 ;                                        ;ACTIVO                                  ;S;S;N;crema tarr157*48   C; ;0;9999999
337;PALMITO CORAZON 810G.DEYCO              ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;PALMITO CORAZON 810G; ;0;2640
340;QUESO GAUDA EL RINCON                   ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso gaudel rincon ;S;0;3272
342;LECHE ENT.LT.SURLAT                     ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;LECHE NAT.surlatLT. ; ;0;640
343;PURE PAPAS 250G.MAGGI                   ;7802950000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;PURE PAPAS 250G.magg; ;0;1240
348;ATUN LOMO AGUA 170G.GHOSH               ;7804610000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;ATUN LOMO AGUA 170G.; ;0;730
349;LOMITO ATUN 170G.AGUA GHOSH             ;7804610000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;ATUN LOMO agua.170G.; ;0;790
350;PALMITO ROD.800G.GHOSH                  ;7804610000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;PALMITO GHOSH 800G.R; ;0;1550
357;NECTAR SOPROLE 1.5L.PIÒA BOTELLA        ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;NECTAR 1.5bot.piÒa  ; ;0;650
358;NECTAR NEXT 6*1.5 SOPROLE               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;JUGOS                                   ;                                        ;ACTIVO                                  ;S;S;N;nectar 1.5*6.next so; ;0;3660
359;VIENESA PAVO KG.PF                      ;7801930000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;VIENESA PAVO KG.PF  ; ;0;2060
360;VIENESA PAVO 250G.PF                    ;7801930000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;VIENESA                                 ;                                        ;ACTIVO                                  ;S;S;N;VIENESA PAVO 1/4 PF.; ;0;530
362;SURTIDO MARISCOS 425G.GHOSH             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;surtido ma425g.ghosh; ;0;1580
363;TRIGO MOTE OSO 500GRS.                  ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;                                        ;                                        ;ACTIVO                                  ;S;S;N;TRIGO MOTE OSO 500GR; ;0;520
368;JAMON ART.SUPER CERDO                   ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;JAMON                                   ;                                        ;ACTIVO                                  ;S;S;N;jamon artesuper cerd;S;0;3790
